Date,nom. exch. Rate USD-EUR,Comparison
2012-03-03,,empty
2012-03-02,78.3131,negative
2012-03-01,77.975,negative
2012-02-29,77.5723,negative
2012-02-28,77.7993,negative
2012-02-27,78.1416,negative
2012-02-26,,empty
2012-02-25,,empty
2012-02-24,77.9831,negative
2012-02-23,78.2445,negative
2012-02-22,78.4808,negative
2012-02-21,78.3072,negative
2012-02-20,78.0316,negative
2012-02-19,,empty
2012-02-18,,empty
2012-02-17,78.3625,negative
2012-02-16,79.0188,negative
2012-02-15,78.5013,negative
2012-02-14,78.3005,negative
2012-02-13,77.9219,negative
2012-02-12,,empty
2012-02-11,,empty
2012-02-10,78.2385,negative
2012-02-09,77.6686,negative
2012-02-08,77.638,negative
2012-02-07,78.1362,negative
2012-02-06,78.3368,negative
2012-02-05,,empty
2012-02-04,,empty
2012-02-03,77.9989,negative
2012-02-02,78.1232,negative
2012-02-01,77.9213,negative
2012-01-31,77.9508,negative
2012-01-30,78.416,negative
2012-01-29,,empty
2012-01-28,,empty
2012-01-27,78.1913,negative
2012-01-26,78.3314,negative
2012-01-25,79.2519,negative
2012-01-24,79.0069,negative
2012-01-23,78.7777,negative
2012-01-22,,empty
2012-01-21,,empty
2012-01-20,79.2878,negative
2012-01-19,79.1363,negative
2012-01-18,79.509,negative
2012-01-17,79.6004,negative
2012-01-16,80.1635,negative
2012-01-15,,empty
2012-01-14,,empty
2012-01-13,79.8589,negative
2012-01-12,79.9379,negative
2012-01-11,80.0023,negative
2012-01-10,79.6786,negative
2012-01-09,80.1623,negative
2012-01-08,,empty
2012-01-07,,empty
2012-01-06,79.9618,negative
2012-01-05,79.6345,negative
2012-01-04,79.2763,negative
2012-01-03,79.0233,negative
2012-01-02,79.4867,negative
2012-01-01,,empty
2011-12-31,,empty
2011-12-30,79.5946,negative
2011-12-29,79.8601,negative
2011-12-28,79.0982,negative
2011-12-27,79.2223,negative
2011-12-26,,empty
2011-12-25,,empty
2011-12-24,,empty
2011-12-23,79.2593,negative
2011-12-22,79.4202,negative
2011-12-21,79.3923,negative
2011-12-20,79.5275,negative
2011-12-19,79.7534,negative
2011-12-18,,empty
2011-12-17,,empty
2011-12-16,79.581,negative
2011-12-15,79.7601,negative
2011-12-14,79.9232,negative
2011-12-13,79.1423,negative
2011-12-12,78.8963,negative
2011-12-11,,empty
2011-12-10,,empty
2011-12-09,78.4403,negative
2011-12-08,78.0084,negative
2011-12-07,78.2426,negative
2011-12-06,78.3166,negative
2011-12-05,78.1448,negative
2011-12-04,,empty
2011-12-03,,empty
2011-12-02,77.9247,negative
2011-12-01,77.9947,negative
2011-11-30,78.2605,negative
2011-11-29,78.7656,negative
2011-11-28,78.9161,negative
2011-11-27,,empty
2011-11-26,,empty
2011-11-25,79.6041,negative
2011-11-24,78.9474,negative
2011-11-23,78.9292,negative
2011-11-22,78.3569,negative
2011-11-21,78.4759,negative
2011-11-20,,empty
2011-11-19,,empty
2011-11-18,77.8063,negative
2011-11-17,78.1273,negative
2011-11-16,78.105,negative
2011-11-15,77.9217,negative
2011-11-14,77.4087,negative
2011-11-13,,empty
2011-11-12,,empty
2011-11-11,77.5338,negative
2011-11-10,77.6647,negative
2011-11-09,77.5774,negative
2011-11-08,77.0446,negative
2011-11-07,77.2516,negative
2011-11-06,,empty
2011-11-05,,empty
2011-11-04,77.1605,negative
2011-11-03,76.9574,negative
2011-11-02,76.9796,negative
2011-11-01,77.5625,negative
2011-10-31,76.1223,negative
2011-10-30,,empty
2011-10-29,,empty
2011-10-28,75.3663,negative
2011-10-27,75.7314,negative
2011-10-26,76.4812,negative
2011-10-25,76.2963,negative
2011-10-24,76.6081,negative
2011-10-23,,empty
2011-10-22,,empty
2011-10-21,77.0201,negative
2011-10-20,77.1082,negative
2011-10-19,76.9403,negative
2011-10-18,77.6449,negative
2011-10-17,77.2375,negative
2011-10-16,,empty
2011-10-15,,empty
2011-10-14,77.2194,negative
2011-10-13,77.5708,negative
2011-10-12,77.4019,negative
2011-10-11,78.0357,negative
2011-10-10,78.0595,negative
2011-10-09,,empty
2011-10-08,,empty
2011-10-07,78.7124,negative
2011-10-06,79.4646,negative
2011-10-05,79.2928,negative
2011-10-04,79.8558,negative
2011-10-03,79.2141,negative
2011-10-02,,empty
2011-10-01,,empty
2011-09-30,78.6919,negative
2011-09-29,78.1366,negative
2011-09-28,77.8644,negative
2011-09-27,77.9186,negative
2011-09-26,78.3825,negative
2011-09-25,,empty
2011-09-24,,empty
2011-09-23,78.6052,negative
2011-09-22,78.7091,negative
2011-09-21,77.3035,negative
2011-09-20,76.8474,negative
2011-09-19,76.9296,negative
2011-09-18,,empty
2011-09-17,,empty
2011-09-16,76.4657,negative
2011-09-15,76.4439,negative
2011-09-14,76.613,negative
2011-09-13,76.8461,negative
2011-09-12,76.788,negative
2011-09-11,,empty
2011-09-10,,empty
2011-09-09,76.3064,negative
2011-09-08,75.5013,negative
2011-09-07,75.5705,negative
2011-09-06,75.5103,negative
2011-09-05,75.0395,negative
2011-09-04,,empty
2011-09-03,,empty
2011-09-02,74.507,negative
2011-09-01,74.5316,negative
2011-08-31,74.1712,negative
2011-08-30,74.4261,negative
2011-08-29,74.1625,negative
2011-08-28,,empty
2011-08-27,,empty
2011-08-26,74.5318,negative
2011-08-25,74.4811,negative
2011-08-24,74.3621,negative
2011-08-23,74.2119,negative
2011-08-22,74.3411,negative
2011-08-21,,empty
2011-08-20,,empty
2011-08-19,74.4162,negative
2011-08-18,74.4552,negative
2011-08-17,74.0103,negative
2011-08-16,74.4802,negative
2011-08-15,74.6816,negative
2011-08-14,,empty
2011-08-13,,empty
2011-08-12,74.7368,negative
2011-08-11,75.0939,negative
2011-08-10,74.2924,negative
2011-08-09,74.8095,negative
2011-08-08,74.9107,negative
2011-08-07,,empty
2011-08-06,,empty
2011-08-05,75.0595,negative
2011-08-04,74.8397,negative
2011-08-03,74.0363,negative
2011-08-02,74.3877,negative
2011-08-01,73.5775,negative
2011-07-31,,empty
2011-07-30,,empty
2011-07-29,74.1248,negative
2011-07-28,74.0784,negative
2011-07-27,73.6284,negative
2011-07-26,73.5933,negative
2011-07-25,73.9441,negative
2011-07-24,,empty
2011-07-23,,empty
2011-07-22,74.0302,negative
2011-07-21,74.4603,negative
2011-07-20,74.5504,negative
2011-07-19,74.8508,negative
2011-07-18,75.1852,negative
2011-07-17,,empty
2011-07-16,,empty
2011-07-15,74.93,negative
2011-07-14,74.7664,negative
2011-07-13,75.2833,negative
2011-07-12,75.8153,negative
2011-07-11,75.5922,negative
2011-07-10,,empty
2011-07-09,,empty
2011-07-08,75.1855,negative
2011-07-07,75.2734,negative
2011-07-06,75.1296,negative
2011-07-05,74.7807,negative
2011-07-04,74.6167,negative
2011-07-03,,empty
2011-07-02,,empty
2011-07-01,74.7352,negative
2011-06-30,74.7634,negative
2011-06-29,75.088,negative
2011-06-28,75.707,negative
2011-06-27,75.8524,negative
2011-06-26,,empty
2011-06-25,,empty
2011-06-24,75.5602,negative
2011-06-23,75.5342,negative
2011-06-22,74.9889,negative
2011-06-21,75.0801,negative
2011-06-20,75.5687,negative
2011-06-19,,empty
2011-06-18,,empty
2011-06-17,75.4432,negative
2011-06-16,76.0798,negative
2011-06-15,75.2531,negative
2011-06-14,74.8187,negative
2011-06-13,75.1568,negative
2011-06-12,,empty
2011-06-11,,empty
2011-06-10,74.7368,negative
2011-06-09,74.52,negative
2011-06-08,74.5956,negative
2011-06-07,74.4089,negative
2011-06-06,74.587,negative
2011-06-05,,empty
2011-06-04,,empty
2011-06-03,74.8766,negative
2011-06-02,74.884,negative
2011-06-01,74.8663,negative
2011-05-31,75.0455,negative
2011-05-30,75.2405,negative
2011-05-29,,empty
2011-05-28,,empty
2011-05-27,75.3367,negative
2011-05-26,75.8209,negative
2011-05-25,76.2013,negative
2011-05-24,76.1329,negative
2011-05-23,76.3189,negative
2011-05-22,,empty
2011-05-21,,empty
2011-05-20,75.5266,negative
2011-05-19,75.547,negative
2011-05-18,75.6663,negative
2011-05-17,75.879,negative
2011-05-16,75.8227,negative
2011-05-15,,empty
2011-05-14,,empty
2011-05-13,75.2684,negative
2011-05-12,75.6348,negative
2011-05-11,74.8135,negative
2011-05-10,74.9066,negative
2011-05-09,74.9358,negative
2011-05-08,,empty
2011-05-07,,empty
2011-05-06,74.6827,negative
2011-05-05,73.9577,negative
2011-05-04,73.6864,negative
2011-05-03,73.8724,negative
2011-05-02,73.6621,negative
2011-05-01,,empty
2011-04-30,,empty
2011-04-29,73.5985,negative
2011-04-28,73.9074,negative
2011-04-27,74.3301,negative
2011-04-26,74.4136,negative
2011-04-25,,empty
2011-04-24,,empty
2011-04-23,,empty
2011-04-22,,empty
2011-04-21,74.4002,negative
2011-04-20,74.8107,negative
2011-04-19,75.4494,negative
2011-04-18,75.6716,negative
2011-04-17,,empty
2011-04-16,,empty
2011-04-15,75.3101,negative
2011-04-14,75.4657,negative
2011-04-13,75.3462,negative
2011-04-12,75.3966,negative
2011-04-11,75.4801,negative
2011-04-10,,empty
2011-04-09,,empty
2011-04-08,75.561,negative
2011-04-07,75.947,negative
2011-04-06,75.9009,negative
2011-04-05,76.2353,negative
2011-04-04,76.0202,negative
2011-04-03,,empty
2011-04-02,,empty
2011-04-01,76.3478,negative
2011-03-31,76.0866,negative
2011-03-30,76.4409,negative
2011-03-29,76.586,negative
2011-03-28,76.6035,negative
2011-03-27,,empty
2011-03-26,,empty
2011-03-25,76.2623,negative
2011-03-24,76.21,negative
2011-03-23,76.2589,negative
2011-03-22,76.003,negative
2011-03-21,76.0417,negative
2011-03-20,,empty
2011-03-19,,empty
2011-03-18,76.4023,negative
2011-03-17,76.4472,negative
2011-03-16,76.8279,negative
2011-03-15,77.2272,negative
2011-03-14,76.7781,negative
2011-03-13,,empty
2011-03-12,,empty
2011-03-11,77.351,negative
2011-03-10,77.1562,negative
2011-03-09,76.6944,negative
2011-03-08,76.9173,negative
2011-03-07,76.4208,negative
2011-03-06,,empty
2011-03-05,,empty
2011-03-04,76.7396,negative
2011-03-03,76.8269,negative
2011-03-02,76.9786,negative
2011-03-01,76.8461,negative
2011-02-28,76.9967,negative
2011-02-27,,empty
2011-02-26,,empty
2011-02-25,77.2479,negative
2011-02-24,77.2945,negative
2011-02-23,77.6235,negative
2011-02-22,77.7867,negative
2011-02-21,77.6687,negative
2011-02-20,,empty
2011-02-19,,empty
2011-02-18,77.7386,negative
2011-02-17,78.0162,negative
2011-02-16,78.2938,negative
2011-02-15,78.2681,negative
2011-02-14,78.5001,negative
2011-02-13,,empty
2011-02-12,,empty
2011-02-11,78.4951,negative
2011-02-10,78.1581,negative
2011-02-09,77.895,negative
2011-02-08,77.7271,negative
2011-02-07,77.8512,negative
2011-02-06,,empty
2011-02-05,,empty
2011-02-04,77.5921,negative
2011-02-03,77.36,negative
2011-02-02,77.138,negative
2011-02-01,77.4977,negative
2011-01-31,77.9128,negative
2011-01-30,,empty
2011-01-29,,empty
2011-01-28,77.7855,negative
2011-01-27,77.8664,negative
2011-01-26,77.905,negative
2011-01-25,78.2602,negative
2011-01-24,78.2595,negative
2011-01-23,,empty
2011-01-22,,empty
2011-01-21,78.3931,negative
2011-01-20,78.465,negative
2011-01-19,78.1176,negative
2011-01-18,78.4043,negative
2011-01-17,78.6449,negative
2011-01-16,,empty
2011-01-15,,empty
2011-01-14,78.8509,negative
2011-01-13,79.0334,negative
2011-01-12,79.6543,negative
2011-01-11,79.8458,negative
2011-01-10,80.0708,negative
2011-01-09,,empty
2011-01-08,,empty
2011-01-07,79.9398,negative
2011-01-06,79.5646,negative
2011-01-05,79.2189,negative
2011-01-04,78.4978,negative
2011-01-03,78.5588,negative
2011-01-02,,empty
2011-01-01,,empty
2010-12-31,78.5953,negative
2010-12-30,78.9722,negative
2010-12-29,79.5414,negative
2010-12-28,79.3607,negative
2010-12-27,79.8266,negative
2010-12-26,,empty
2010-12-25,,empty
2010-12-24,79.9578,negative
2010-12-23,80.2327,negative
2010-12-22,80.112,negative
2010-12-21,80.0775,negative
2010-12-20,80.02,negative
2010-12-19,,empty
2010-12-18,,empty
2010-12-17,79.688,negative
2010-12-16,79.7157,negative
2010-12-15,79.3472,negative
2010-12-14,78.9573,negative
2010-12-13,79.6259,negative
2010-12-12,,empty
2010-12-11,,empty
2010-12-10,79.6047,negative
2010-12-09,79.8087,negative
2010-12-08,79.9236,negative
2010-12-07,79.0054,negative
2010-12-06,79.4207,negative
2010-12-05,,empty
2010-12-04,,empty
2010-12-03,79.5946,negative
2010-12-02,80.1826,negative
2010-12-01,80.3827,negative
2010-11-30,80.8251,negative
2010-11-29,80.4554,negative
2010-11-28,,empty
2010-11-27,,empty
2010-11-26,80.2358,negative
2010-11-25,79.5903,negative
2010-11-24,79.6115,negative
2010-11-23,79.3904,negative
2010-11-22,78.7508,negative
2010-11-21,,empty
2010-11-20,,empty
2010-11-19,78.774,negative
2010-11-18,78.7202,negative
2010-11-17,79.3643,negative
2010-11-16,78.7473,negative
2010-11-15,78.6028,negative
2010-11-14,,empty
2010-11-13,,empty
2010-11-12,78.1789,negative
2010-11-11,77.979,negative
2010-11-10,77.9098,negative
2010-11-09,77.1084,negative
2010-11-08,77.3408,negative
2010-11-07,,empty
2010-11-06,,empty
2010-11-05,76.8986,negative
2010-11-04,76.5071,negative
2010-11-03,77.3136,negative
2010-11-02,77.3275,negative
2010-11-01,77.6044,negative
2010-10-31,,empty
2010-10-30,,empty
2010-10-29,77.9951,negative
2010-10-28,78.1099,negative
2010-10-27,78.4716,negative
2010-10-26,77.9493,negative
2010-10-25,77.5238,negative
2010-10-24,,empty
2010-10-23,,empty
2010-10-22,78.0373,negative
2010-10-21,77.6791,negative
2010-10-20,78.231,negative
2010-10-19,78.2392,negative
2010-10-18,77.8908,negative
2010-10-17,,empty
2010-10-16,,empty
2010-10-15,77.0355,negative
2010-10-14,76.9042,negative
2010-10-13,77.5534,negative
2010-10-12,78.069,negative
2010-10-11,77.7427,negative
2010-10-10,,empty
2010-10-09,,empty
2010-10-08,78.1932,negative
2010-10-07,77.6652,negative
2010-10-06,78.0963,negative
2010-10-05,78.5283,negative
2010-10-04,78.6896,negative
2010-10-03,,empty
2010-10-02,,empty
2010-10-01,78.7384,negative
2010-09-30,78.9952,negative
2010-09-29,79.1183,negative
2010-09-28,79.6832,negative
2010-09-27,79.4905,negative
2010-09-26,,empty
2010-09-25,,empty
2010-09-24,79.8299,negative
2010-09-23,80.2187,negative
2010-09-22,79.9439,negative
2010-09-21,80.8966,negative
2010-09-20,81.0435,negative
2010-09-19,,empty
2010-09-18,,empty
2010-09-17,81.0174,negative
2010-09-16,80.9624,negative
2010-09-15,81.1501,negative
2010-09-14,81.2841,negative
2010-09-13,81.5814,negative
2010-09-12,,empty
2010-09-11,,empty
2010-09-10,81.7991,negative
2010-09-09,81.8268,negative
2010-09-08,82.1618,negative
2010-09-07,82.0634,negative
2010-09-06,81.617,negative
2010-09-05,,empty
2010-09-04,,empty
2010-09-03,82.1246,negative
2010-09-02,82.0161,negative
2010-09-01,82.2519,negative
2010-08-31,82.8325,negative
2010-08-30,82.4698,negative
2010-08-29,,empty
2010-08-28,,empty
2010-08-27,82.6865,negative
2010-08-26,82.6108,negative
2010-08-25,83.0743,negative
2010-08-24,83.0102,negative
2010-08-23,82.454,negative
2010-08-22,,empty
2010-08-21,,empty
2010-08-20,82.5558,negative
2010-08-19,81.7756,negative
2010-08-18,81.6682,negative
2010-08-17,81.894,negative
2010-08-16,82.1898,negative
2010-08-15,,empty
2010-08-14,,empty
2010-08-13,82.3377,negative
2010-08-12,82.4366,negative
2010-08-11,81.5048,negative
2010-08-10,81.2962,negative
2010-08-09,80.5945,negative
2010-08-08,,empty
2010-08-07,,empty
2010-08-06,80.78,negative
2010-08-05,80.6762,negative
2010-08-04,80.6569,negative
2010-08-03,80.7016,negative
2010-08-02,81.2041,negative
2010-08-01,,empty
2010-07-31,,empty
2010-07-30,81.6318,negative
2010-07-29,81.6411,negative
2010-07-28,81.9587,negative
2010-07-27,81.7027,negative
2010-07-26,82.1075,negative
2010-07-25,,empty
2010-07-24,,empty
2010-07-23,82.3439,negative
2010-07-22,82.5828,negative
2010-07-21,82.6121,negative
2010-07-20,82.9923,negative
2010-07-19,82.7129,negative
2010-07-18,,empty
2010-07-17,,empty
2010-07-16,82.2015,negative
2010-07-15,82.5557,negative
2010-07-14,83.1228,negative
2010-07-13,83.4961,negative
2010-07-12,83.5557,negative
2010-07-11,,empty
2010-07-10,,empty
2010-07-09,83.3237,negative
2010-07-08,83.403,negative
2010-07-07,83.9589,negative
2010-07-06,84.0078,negative
2010-07-05,84.2299,negative
2010-07-04,,empty
2010-07-03,,empty
2010-07-02,84.125,negative
2010-07-01,84.8722,negative
2010-06-30,84.8656,negative
2010-06-29,85.0328,negative
2010-06-28,84.3377,negative
2010-06-27,,empty
2010-06-26,,empty
2010-06-25,84.7903,negative
2010-06-24,84.818,negative
2010-06-23,84.704,negative
2010-06-22,84.6775,negative
2010-06-21,84.1563,negative
2010-06-20,,empty
2010-06-19,,empty
2010-06-18,84.5504,negative
2010-06-17,84.6643,negative
2010-06-16,85.0428,negative
2010-06-15,85.2307,negative
2010-06-14,85.2136,negative
2010-06-13,,empty
2010-06-12,,empty
2010-06-11,85.8167,negative
2010-06-10,86.1378,negative
2010-06-09,86.4662,negative
2010-06-08,86.8792,negative
2010-06-07,86.9747,negative
2010-06-06,,empty
2010-06-05,,empty
2010-06-04,86.2529,negative
2010-06-03,85.4881,negative
2010-06-02,85.9524,negative
2010-06-01,86.0229,negative
2010-05-31,85.5306,negative
2010-05-30,,empty
2010-05-29,,empty
2010-05-28,85.1772,negative
2010-05-27,85.7663,negative
2010-05-26,85.8672,negative
2010-05-25,86.5188,negative
2010-05-24,85.6598,negative
2010-05-23,,empty
2010-05-22,,empty
2010-05-21,85.4257,negative
2010-05-20,85.7823,negative
2010-05-19,85.5059,negative
2010-05-18,84.5953,negative
2010-05-17,84.987,negative
2010-05-16,,empty
2010-05-15,,empty
2010-05-14,84.218,negative
2010-05-13,83.6787,negative
2010-05-12,83.4439,negative
2010-05-11,83.5916,negative
2010-05-10,82.7583,negative
2010-05-09,,empty
2010-05-08,,empty
2010-05-07,83.8496,negative
2010-05-06,83.6504,negative
2010-05-05,83.112,negative
2010-05-04,82.3615,negative
2010-05-03,81.8416,negative
2010-05-02,,empty
2010-05-01,,empty
2010-04-30,81.4214,negative
2010-04-29,81.5412,negative
2010-04-28,81.777,negative
2010-04-27,81.3962,negative
2010-04-26,81.1831,negative
2010-04-25,,empty
2010-04-24,,empty
2010-04-23,81.331,negative
2010-04-22,81.0681,negative
2010-04-21,80.9534,negative
2010-04-20,80.9674,negative
2010-04-19,81.1722,negative
2010-04-18,,empty
2010-04-17,,empty
2010-04-16,80.5622,negative
2010-04-15,80.5539,negative
2010-04-14,80.4187,negative
2010-04-13,80.6515,negative
2010-04-12,80.7368,negative
2010-04-11,,empty
2010-04-10,,empty
2010-04-09,81.25,negative
2010-04-08,81.5458,negative
2010-04-07,81.3978,negative
2010-04-06,81.3097,negative
2010-04-05,,empty
2010-04-04,,empty
2010-04-03,,empty
2010-04-02,,empty
2010-04-01,81.2516,negative
2010-03-31,81.3326,negative
2010-03-30,81.2946,negative
2010-03-29,81.4593,negative
2010-03-28,,empty
2010-03-27,,empty
2010-03-26,82.0041,negative
2010-03-25,81.7116,negative
2010-03-24,81.792,negative
2010-03-23,81.0043,negative
2010-03-22,81.1883,negative
2010-03-21,,empty
2010-03-20,,empty
2010-03-19,80.703,negative
2010-03-18,80.3703,negative
2010-03-17,80.1144,negative
2010-03-16,80.4362,negative
2010-03-15,80.611,negative
2010-03-14,,empty
2010-03-13,,empty
2010-03-12,80.3379,negative
2010-03-11,80.8714,negative
2010-03-10,80.9833,negative
2010-03-09,81.111,negative
2010-03-08,80.759,negative
2010-03-07,,empty
2010-03-06,,empty
2010-03-05,81.022,negative
2010-03-04,80.6432,negative
2010-03-03,80.8555,negative
2010-03-02,81.2231,negative
2010-03-01,81.6794,negative
2010-02-28,,empty
2010-02-27,,empty
2010-02-26,81.4886,negative
2010-02-25,81.7218,negative
2010-02-24,81.5163,negative
2010-02-23,81.2955,negative
2010-02-22,81.1011,negative
2010-02-21,,empty
2010-02-20,,empty
2010-02-19,81.8173,negative
2010-02-18,81.2986,negative
2010-02-17,80.7167,negative
2010-02-16,80.9487,negative
2010-02-15,81.1387,negative
2010-02-14,,empty
2010-02-13,,empty
2010-02-12,81.3418,negative
2010-02-11,81.0257,negative
2010-02-10,81.1777,negative
2010-02-09,81.1747,negative
2010-02-08,81.4581,negative
2010-02-07,,empty
2010-02-06,,empty
2010-02-05,81.4727,negative
2010-02-04,80.8505,negative
2010-02-03,80.4063,negative
2010-02-02,80.5662,negative
2010-02-01,80.8001,negative
2010-01-31,,empty
2010-01-30,,empty
2010-01-29,80.5144,negative
2010-01-28,80.1629,negative
2010-01-27,80.0371,negative
2010-01-26,80.0704,negative
2010-01-25,79.8561,negative
2010-01-24,,empty
2010-01-23,,empty
2010-01-22,79.7814,negative
2010-01-21,79.9821,negative
2010-01-20,79.6231,negative
2010-01-19,78.9527,negative
2010-01-18,78.6026,negative
2010-01-17,,empty
2010-01-16,,empty
2010-01-15,78.6413,negative
2010-01-14,78.5769,negative
2010-01-13,78.4275,negative
2010-01-12,78.6519,negative
2010-01-11,78.5301,negative
2010-01-10,,empty
2010-01-09,,empty
2010-01-08,79.5629,negative
2010-01-07,79.502,negative
2010-01-06,79.3429,negative
2010-01-05,78.9796,negative
2010-01-04,79.3489,negative
2010-01-03,,empty
2010-01-02,,empty
2010-01-01,,empty
2009-12-31,79.4236,negative
2009-12-30,79.7732,negative
2009-12-29,79.3004,negative
2009-12-28,79.4639,negative
2009-12-27,,empty
2009-12-26,,empty
2009-12-25,,empty
2009-12-24,79.4994,negative
2009-12-23,79.9475,negative
2009-12-22,80.0371,negative
2009-12-21,79.5746,negative
2009-12-20,,empty
2009-12-19,,empty
2009-12-18,79.7608,negative
2009-12-17,79.848,negative
2009-12-16,78.9049,negative
2009-12-15,79.0287,negative
2009-12-14,78.6067,negative
2009-12-13,,empty
2009-12-12,,empty
2009-12-11,78.1843,negative
2009-12-10,78.1984,negative
2009-12-09,78.1967,negative
2009-12-08,78.1948,negative
2009-12-07,78.396,negative
2009-12-06,,empty
2009-12-05,,empty
2009-12-04,77.1655,negative
2009-12-03,77.0675,negative
2009-12-02,76.9146,negative
2009-12-01,77.0278,negative
2009-11-30,77.3134,negative
2009-11-29,,empty
2009-11-28,,empty
2009-11-27,77.887,negative
2009-11-26,77.1459,negative
2009-11-25,77.0057,negative
2009-11-24,77.6087,negative
2009-11-23,77.6506,negative
2009-11-22,,empty
2009-11-21,,empty
2009-11-20,78.3205,negative
2009-11-19,77.9604,negative
2009-11-18,77.4124,negative
2009-11-17,77.8014,negative
2009-11-16,77.4532,negative
2009-11-15,,empty
2009-11-14,,empty
2009-11-13,77.867,negative
2009-11-12,77.8339,negative
2009-11-11,77.3729,negative
2009-11-10,77.805,negative
2009-11-09,77.7694,negative
2009-11-08,,empty
2009-11-07,,empty
2009-11-06,78.4035,negative
2009-11-05,78.2869,negative
2009-11-04,78.6338,negative
2009-11-03,79.1848,negative
2009-11-02,78.8456,negative
2009-11-01,,empty
2009-10-31,,empty
2009-10-30,78.7611,negative
2009-10-29,78.8352,negative
2009-10-28,78.8998,negative
2009-10-27,78.6052,negative
2009-10-26,78.1111,negative
2009-10-25,,empty
2009-10-24,,empty
2009-10-23,78.0347,negative
2009-10-22,77.9142,negative
2009-10-21,78.1138,negative
2009-10-20,77.579,negative
2009-10-19,77.8922,negative
2009-10-18,,empty
2009-10-17,,empty
2009-10-16,78.1033,negative
2009-10-15,77.8538,negative
2009-10-14,77.8285,negative
2009-10-13,77.9925,negative
2009-10-12,78.3292,negative
2009-10-11,,empty
2009-10-10,,empty
2009-10-09,78.2772,negative
2009-10-08,78.3818,negative
2009-10-07,78.7373,negative
2009-10-06,78.757,negative
2009-10-05,79.3006,negative
2009-10-04,,empty
2009-10-03,,empty
2009-10-02,79.7344,negative
2009-10-01,79.4712,negative
2009-09-30,79.0848,negative
2009-09-29,79.7674,negative
2009-09-28,79.6177,negative
2009-09-27,,empty
2009-09-26,,empty
2009-09-25,79.5779,negative
